complex_id,name,district,dong,households,built_ymd,min_area_m2,max_area_m2,min_price_manwon,max_price_manwon,sale_count,lat,lng,url
28982,한양,강남구,신사동,12,200309,72.44,115.89,84200,121200,0,37.5219401,127.0259046,https://kbland.kr/c/28982
28242,현대아인빌,강남구,신사동,19,200403,113.03,189.64,145500,222000,1,37.5237272,127.0262773,https://kbland.kr/c/28242
114,현대연립,강남구,신사동,126,198109,120.35,218.17,,,15,37.5250337,127.0295638,https://kbland.kr/c/114
28404,화이트빌,강남구,신사동,12,200304,53.33,97.32,82100,112600,0,37.5218040,127.0290739,https://kbland.kr/c/28404
28403,대림빌라트,강남구,압구정동,19,199810,209.60,254.46,,,3,37.5308615,127.0271236,https://kbland.kr/c/28403
95,미성(1차),강남구,압구정동,322,198211,111.97,193.09,490000,735000,67,37.5253123,127.0201136,https://kbland.kr/c/95
93,미성(2차),강남구,압구정동,911,198712,95.27,163.56,430000,660000,146,37.5239850,127.0193164,https://kbland.kr/c/93
96,한양(1차),강남구,압구정동,936,197712,63.14,168.79,390000,620000,242,37.5303209,127.0388254,https://kbland.kr/c/96
97,한양(2차),강남구,압구정동,296,197809,160.57,286.35,720000,820000,114,37.5298343,127.0403404,https://kbland.kr/c/97
98,한양(3차),강남구,압구정동,312,197811,127.07,176.43,605000,755000,100,37.5293671,127.0382986,https://kbland.kr/c/98
99,한양(4차),강남구,압구정동,286,197812,85.52,228.51,565000,867500,113,37.5310050,127.0369425,https://kbland.kr/c/99
94,한양(5차),강남구,압구정동,343,197911,108.26,168.46,500000,700000,37,37.5290634,127.0419456,https://kbland.kr/c/94
100,한양(6차),강남구,압구정동,227,198012,115.10,168.70,565000,725000,70,37.5300819,127.0364452,https://kbland.kr/c/100
101,한양(7차),강남구,압구정동,239,198106,114.55,151.04,540000,625000,32,37.5293030,127.0437188,https://kbland.kr/c/101
102,한양(8차),강남구,압구정동,90,198404,208.37,224.21,800000,800000,27,37.5299753,127.0421715,https://kbland.kr/c/102
36367,"현대(1,2차)",강남구,압구정동,960,197606,141.74,213.46,670000,1066667,299,37.5331529,127.0275117,https://kbland.kr/c/36367
21227,현대(10차),강남구,압구정동,144,198206,115.41,164.59,615000,765000,33,37.5316628,127.0259592,https://kbland.kr/c/21227
22306,현대(13차),강남구,압구정동,234,198407,116.03,119.50,600000,600000,51,37.5292791,127.0277512,https://kbland.kr/c/22306
385556,현대(14차),강남구,압구정동,388,198704,96.49,99.48,580000,580000,84,37.5307777,127.0262436,https://kbland.kr/c/385556
106,현대(3차),강남구,압구정동,432,197611,108.88,108.94,515000,515000,119,37.5324212,127.0327266,https://kbland.kr/c/106
107,현대(4차),강남구,압구정동,170,197707,140.26,140.70,730000,730000,67,37.5327092,127.0304826,https://kbland.kr/c/107
108,현대(5차),강남구,압구정동,224,197712,113.96,113.96,595000,595000,88,37.5320619,127.0284658,https://kbland.kr/c/108
36573,"현대(6,7차)",강남구,압구정동,1288,197806,156.13,264.87,743333,1320000,374,37.5301944,127.0290439,https://kbland.kr/c/36573
12450,현대(65동),강남구,압구정동,56,200402,269.57,282.65,1250000,1250000,19,37.5315339,127.0321950,https://kbland.kr/c/12450
103,현대(8차),강남구,압구정동,515,198009,115.26,177.73,555000,745000,175,37.5313583,127.0349693,https://kbland.kr/c/103
92,현대(신현대),강남구,압구정동,1924,198205,114.08,202.05,635000,1000000,902,37.5289335,127.0241258,https://kbland.kr/c/92
35371,현대빌라트,강남구,압구정동,19,199608,203.03,242.42,,,0,37.5304972,127.0273488,https://kbland.kr/c/35371
46957,강남센트럴아이파크,강남구,역삼동,499,202204,79.27,218.91,,,70,37.500401,127.0454709,https://kbland.kr/c/46957
25730,강남한솔,강남구,역삼동,12,200601,58.43,86.13,60200,94300,0,37.4927624,127.0377843,https://kbland.kr/c/25730
25248,개나리SK뷰,강남구,역삼동,240,201208,112.96,160.22,340000,380000,45,37.5017284,127.0500987,https://kbland.kr/c/25248
14176,개나리래미안,강남구,역삼동,438,200608,77.36,184.38,255000,362500,60,37.4984524,127.0461028,https://kbland.kr/c/14176
14175,개나리푸르지오,강남구,역삼동,332,200608,79.81,184.22,275000,377500,52,37.4998713,127.0499865,https://kbland.kr/c/14175
12233,갤러리빌,강남구,역삼동,32,200306,66.15,72.83,,,2,37.5068584,127.0382255,https://kbland.kr/c/12233
24600,갤러리아트.,강남구,역삼동,15,200212,38.37,146.93,68700,156700,0,37.4942070,127.0437028,https://kbland.kr/c/24600
35,갤러리하우스,강남구,역삼동,17,200212,64.54,93.86,72500,95500,0,37.4945305,127.0435856,https://kbland.kr/c/35
19,거평.,강남구,역삼동,19,199601,206.87,271.32,,,7,37.49212900,127.03749800,https://kbland.kr/c/19
28,경남,강남구,역삼동,164,200205,110.85,117.50,175000,175000,14,37.5008946,127.0416949,https://kbland.kr/c/28
36,경일역삼.,강남구,역삼동,17,200201,94.35,163.02,104600,168100,0,37.4961464,127.0420246,https://kbland.kr/c/36
24544,공간쉐르빌,강남구,역삼동,17,200301,48.85,93.30,65200,100300,1,37.4942332,127.0435894,https://kbland.kr/c/24544
26210,광평하우스빌.,강남구,역삼동,16,199707,30.48,57.42,,,0,37.4915657,127.0357868,https://kbland.kr/c/26210
12338,금호어울림,강남구,역삼동,183,200312,103.70,156.18,222500,247500,29,37.4921958,127.0346026,https://kbland.kr/c/12338
47654,꿈꾸지오(691-5),강남구,역삼동,16,201803,28.03,35.11,,,0,37.5061061,127.0427861,https://kbland.kr/c/47654
47656,꿈꾸지오(697-23),강남구,역삼동,16,201611,25.97,32.34,,,0,37.506274,127.0449814,https://kbland.kr/c/47656
47744,"꿈꾸지오(698-6,도시형)",강남구,역삼동,20,201708,30.63,36.89,,,0,37.506084,127.0437742,https://kbland.kr/c/47744
47635,"꿈꾸지오(751-4,도시형)",강남구,역삼동,20,201609,27.13,32.36,,,0,37.4948805,127.0348693,https://kbland.kr/c/47635
47746,"꿈꾸지오(774-27,도시형)",강남구,역삼동,22,201810,25.26,35.67,,,0,37.4968119,127.0435588,https://kbland.kr/c/47746
47750,"꿈꾸지오(794-21,도시형)",강남구,역삼동,24,201906,20.71,31.84,,,0,37.4926497,127.0374445,https://kbland.kr/c/47750
20,네스빌.,강남구,역삼동,9,199605,245.45,259.51,,,3,37.498271,127.0400641,https://kbland.kr/c/20
20958,노블스위트,강남구,역삼동,19,200312,78.96,101.95,,,0,37.4961735,127.0373108,https://kbland.kr/c/20958
20344,뉴엠.,강남구,역삼동,8,200202,161.97,251.31,,,1,37.5002875,127.0293132,https://kbland.kr/c/20344
490650,다사랑빌(도),강남구,역삼동,11,201207,20.32,47.03,,,0,37.4938649,127.0340709,https://kbland.kr/c/490650
722867,다올2차(도),강남구,역삼동,16,201905,31.95,37.91,,,0,37.4965156,127.0366077,https://kbland.kr/c/722867
22,대림역삼,강남구,역삼동,129,199710,78.01,111.09,192500,235000,7,37.49632000,127.04647000,https://kbland.kr/c/22
25813,대명벨리온(도시형),강남구,역삼동,71,201202,21.12,46.69,,,5,37.4979636,127.0391651,https://kbland.kr/c/25813
500949,더클래스(도),강남구,역삼동,14,202201,35.21,69.74,,,0,37.4971966,127.0365015,https://kbland.kr/c/500949
505426,더프라나역삼(도),강남구,역삼동,16,202111,26.85,37.55,,,0,37.495604,127.0436015,https://kbland.kr/c/505426
18,동부센트레빌,강남구,역삼동,206,199804,77.83,110.66,225000,242500,40,37.5025604,127.0493643,https://kbland.kr/c/18
38657,동원스위트뷰역삼,강남구,역삼동,28,201710,84.46,119.93,124700,124700,3,37.4968773,127.0371377,https://kbland.kr/c/38657
2144793,두산위브파빌리온역삼(도시형),강남구,역삼동,46,202509,73.08,106.03,,,0,37.4939113,127.0414226,https://kbland.kr/c/2144793
22099,뜨라네(828-21).,강남구,역삼동,15,200506,68.99,106.58,79700,107300,3,37.4975428,127.0328600,https://kbland.kr/c/22099
19896,뜨라네(828-76).,강남구,역삼동,18,200510,36.66,127.30,53800,100100,2,37.4974542,127.0330534,https://kbland.kr/c/19896
21221,래미안그레이튼,강남구,역삼동,476,200912,85.64,172.22,272500,365000,70,37.4967311,127.0483073,https://kbland.kr/c/21221
21222,래미안그레이튼(진달래2차),강남구,역삼동,464,201006,86.00,154.96,257500,357500,65,37.4951998,127.0472411,https://kbland.kr/c/21222
15113,래미안펜타빌,강남구,역삼동,288,200711,161.43,185.97,370000,380000,95,37.5008251,127.0475881,https://kbland.kr/c/15113
733898,런던빌(도),강남구,역삼동,17,201910,31.38,51.48,,,1,37.4935874,127.0394985,https://kbland.kr/c/733898
15501,로얄빌리지,강남구,역삼동,19,200211,61.04,151.85,80700,120000,2,37.5014941,127.0345395,https://kbland.kr/c/15501
24626,로얄팰리스,강남구,역삼동,15,200312,106.45,200.13,104500,185500,1,37.5026642,127.0310862,https://kbland.kr/c/24626
488837,루미하우스(도),강남구,역삼동,24,201310,23.08,34.82,,,0,37.5020931,127.031395,https://kbland.kr/c/488837
2148665,리치웰빌라트(도시형),강남구,역삼동,18,201705,30.69,62.30,,,0,37.4961886,127.0431695,https://kbland.kr/c/2148665
2148666,리치웰빌라트2차(도시형),강남구,역삼동,18,201712,32.10,58.61,,,0,37.4968976,127.0437338,https://kbland.kr/c/2148666
25,리치타워,강남구,역삼동,19,199601,97.23,153.88,65100,66500,0,37.5054045,127.0301233,https://kbland.kr/c/25
19154,명인갤러리1차.,강남구,역삼동,14,200209,76.86,95.31,83500,111300,0,37.4986131,127.0425835,https://kbland.kr/c/19154
24612,베르사이유,강남구,역삼동,16,200311,126.56,149.20,,,1,37.4993907,127.0395879,https://kbland.kr/c/24612
12489,베스젠빌,강남구,역삼동,19,200302,112.19,181.73,100100,180600,0,37.5027943,127.0304625,https://kbland.kr/c/12489
23141,불루밍코트,강남구,역삼동,19,200305,90.83,190.35,98100,185900,0,37.4942345,127.0359900,https://kbland.kr/c/23141
12607,브라운스톤역삼,강남구,역삼동,48,200406,76.67,76.67,108400,108400,3,37.4956013,127.0378610,https://kbland.kr/c/12607
47837,비에네스타,강남구,역삼동,28,201912,70.16,161.90,143400,146300,0,37.5092307,127.0428426,https://kbland.kr/c/47837
650101,빌라란떼(도),강남구,역삼동,22,201305,18.23,53.95,,,0,37.502221523,127.033808220,https://kbland.kr/c/650101
13658,상지리츠빌,강남구,역삼동,28,200406,180.55,180.55,266700,266800,7,37.4966849,127.0459330,https://kbland.kr/c/13658
21465,상지리츠빌역삼2차,강남구,역삼동,19,200612,142.02,188.07,224100,263800,7,37.4967520,127.0464298,https://kbland.kr/c/21465
19007,성영아파트포유,강남구,역삼동,19,200406,124.08,199.91,147700,203300,0,37.5093315,127.0420734,https://kbland.kr/c/19007
36285,"세방하이빌1,2",강남구,역삼동,67,200212,66.29,120.67,125000,140000,1,37.4972045,127.0429065,https://kbland.kr/c/36285
20433,세연예지향,강남구,역삼동,19,200308,110.61,124.98,111400,127300,1,37.4980000,127.0414265,https://kbland.kr/c/20433
21,세종빌라트,강남구,역삼동,19,199802,139.39,184.82,,,4,37.4942578,127.0388507,https://kbland.kr/c/21
47645,스타힐스(도),강남구,역삼동,27,201211,20.13,34.77,,,0,37.4944239,127.04169,https://kbland.kr/c/47645
50501,스톤엘리시온역삼,강남구,역삼동,19,202105,26.14,69.99,,,11,37.4952141,127.0392899,https://kbland.kr/c/50501
2144527,시티프라디움더강남,강남구,역삼동,106,202106,84.80,97.04,150000,150000,33,37.5073339,127.0391612,https://kbland.kr/c/2144527
383102,시티프라디움더강남2차(도),강남구,역삼동,48,202211,50.65,72.01,94700,94700,17,37.5074059,127.0383633,https://kbland.kr/c/383102
24562,쎄비앙,강남구,역삼동,29,200701,90.44,158.89,110300,177500,0,37.4958397,127.0428112,https://kbland.kr/c/24562
722497,아이리스(도),강남구,역삼동,36,201604,35.92,41.05,,,0,37.5055045,127.0456411,https://kbland.kr/c/722497
491593,아이힐2(도),강남구,역삼동,16,201605,35.89,36.59,,,0,37.5066512,127.0426796,https://kbland.kr/c/491593
800354,아하바하우스(도),강남구,역삼동,16,201604,33.91,57.05,,,0,37.4945569,127.0436639,https://kbland.kr/c/800354
25867,에벤에셀빌라트,강남구,역삼동,19,200112,40.05,164.39,95600,95600,0,37.5079605,127.0430071,https://kbland.kr/c/25867
24584,역삼(리츠빌),강남구,역삼동,15,200308,61.97,107.62,99400,107800,0,37.4937312,127.0428042,https://kbland.kr/c/24584
15141,역삼2차아이파크,강남구,역삼동,150,200812,74.98,149.58,202500,340000,28,37.4968693,127.0520489,https://kbland.kr/c/15141
26277,역삼EG소울리더(도시형),강남구,역삼동,99,201211,19.90,42.95,,,7,37.4971523,127.0335889,https://kbland.kr/c/26277
13850,역삼e-편한세상,강남구,역삼동,840,200512,79.52,108.20,277500,325000,198,37.4986315,127.0493237,https://kbland.kr/c/13850
19083,역삼노블카운티,강남구,역삼동,16,200402,90.66,123.95,,,3,37.4925828,127.0378658,https://kbland.kr/c/19083
344218,역삼더하이브(도),강남구,역삼동,14,201905,27.33,69.50,,,0,37.5043975,127.0395813,https://kbland.kr/c/344218
20671,역삼동 명인갤러리2차,강남구,역삼동,14,200411,137.16,137.68,,,10,37.4975995,127.0423155,https://kbland.kr/c/20671
37,역삼동 칼라,강남구,역삼동,19,200209,68.73,141.83,50600,87100,0,37.5046105,127.0343862,https://kbland.kr/c/37
14622,역삼동골든베리힐,강남구,역삼동,14,200412,68.29,140.46,71500,119500,1,37.5047557,127.0356172,https://kbland.kr/c/14622
25815,역삼동그린비,강남구,역삼동,12,200411,97.50,121.60,106300,116700,5,37.5068109,127.0390291,https://kbland.kr/c/25815
14789,역삼동롯데캐슬노블,강남구,역삼동,117,200704,183.02,283.08,245000,270000,9,37.4924908,127.0354243,https://kbland.kr/c/14789
23,역삼동우성빌라트,강남구,역삼동,19,199609,143.29,173.90,,,5,37.4944489,127.0390858,https://kbland.kr/c/23
13715,역삼동월드메르디앙,강남구,역삼동,93,200511,102.65,129.50,152500,162500,28,37.4929662,127.0384715,https://kbland.kr/c/13715
31,역삼동트레벨,강남구,역삼동,45,200205,33.48,36.74,54900,54900,3,37.4961624,127.0504180,https://kbland.kr/c/31
19712,역삼동프라임,강남구,역삼동,19,200505,137.40,209.71,158000,158000,3,37.5052290,127.0395245,https://kbland.kr/c/19712
13697,역삼래미안,강남구,역삼동,1050,200510,80.66,109.40,280000,330000,114,37.4978382,127.0503968,https://kbland.kr/c/13697
1076002,역삼레전드힐스(도),강남구,역삼동,46,201311,30.79,65.22,,,0,37.4962929,127.0513262,https://kbland.kr/c/1076002
2144796,역삼르비앙,강남구,역삼동,12,200311,109.11,167.34,,,5,37.4918499,127.0352856,https://kbland.kr/c/2144796
2148667,역삼리치웰빌라트(도시형),강남구,역삼동,18,201903,25.30,35.73,,,0,37.4938765,127.0387322,https://kbland.kr/c/2148667
31095,역삼미까사(도),강남구,역삼동,29,201309,30.32,61.46,,,0,37.4969645,127.0359775,https://kbland.kr/c/31095
2093603,역삼센트럴,강남구,역삼동,27,202503,50.53,74.46,,,1,37.5053312,127.0340764,https://kbland.kr/c/2093603
321194,역삼센트럴2차아이파크(도시형),강남구,역삼동,67,202206,29.77,46.15,,,17,37.4999956,127.0464376,https://kbland.kr/c/321194
2104296,역삼아르떼(도시형),강남구,역삼동,14,202006,36.26,37.08,,,0,37.5062852,127.0460495,https://kbland.kr/c/2104296
14324,역삼아이파크,강남구,역삼동,541,200609,36.27,181.03,107500,387500,56,37.4996044,127.0470607,https://kbland.kr/c/14324
21583,역삼엔스위트,강남구,역삼동,24,200501,94.32,120.31,119100,141200,3,37.5067629,127.0387196,https://kbland.kr/c/21583
13338,역삼예명,강남구,역삼동,15,200112,67.91,82.96,82500,82900,3,37.50499000,127.03842000,https://kbland.kr/c/13338
15503,역삼우성,강남구,역삼동,12,200503,123.63,123.63,138900,138900,0,37.5020613,127.0311844,https://kbland.kr/c/15503
2153197,역삼위너스하임(도시형),강남구,역삼동,38,201704,30.65,52.81,,,0,37.5069245,127.0374244,https://kbland.kr/c/2153197
22550,역삼이안애,강남구,역삼동,30,200411,97.80,125.67,114000,123700,2,37.4953654,127.0409852,https://kbland.kr/c/22550
29462,역삼자이,강남구,역삼동,408,201606,88.11,151.98,255000,362500,52,37.5007192,127.0444297,https://kbland.kr/c/29462
33,역삼카이스,강남구,역삼동,19,200205,131.51,131.51,146100,146100,0,37.4920122,127.0341979,https://kbland.kr/c/33
500737,역삼파크빌(도),강남구,역삼동,19,201312,18.82,42.70,,,0,37.4978925,127.0353003,https://kbland.kr/c/500737
13857,역삼푸르지오,강남구,역삼동,738,200601,79.41,104.40,267500,315000,96,37.4979661,127.0474785,https://kbland.kr/c/13857
19460,역삼프리마빌,강남구,역삼동,19,200309,91.90,211.72,103300,172800,6,37.4973438,127.0393993,https://kbland.kr/c/19460
26,역삼한스빌,강남구,역삼동,216,199611,45.98,86.00,30000,47500,6,37.4920011,127.0328410,https://kbland.kr/c/26
22356,예지인,강남구,역삼동,14,200807,52.43,121.45,62800,121800,3,37.4963909,127.0330445,https://kbland.kr/c/22356
26761,요진와이시티미니(도시형),강남구,역삼동,91,201206,23.10,33.05,,,0,37.4975590,127.0392721,https://kbland.kr/c/26761
35763,우리집(도),강남구,역삼동,16,201610,19.39,42.12,,,0,37.4953997,127.0348144,https://kbland.kr/c/35763
24,은하수,강남구,역삼동,63,199207,66.24,69.99,,,0,37.4974578,127.0480318,https://kbland.kr/c/24
490648,일성빌라(도),강남구,역삼동,13,201107,15.53,75.57,,,0,37.4951907,127.0346753,https://kbland.kr/c/490648
20744,정원,강남구,역삼동,19,200401,108.17,202.12,109100,180600,4,37.4965439,127.0339395,https://kbland.kr/c/20744
14407,조이너스,강남구,역삼동,28,200610,64.94,106.51,78300,120000,4,37.4959393,127.0373251,https://kbland.kr/c/14407
34,지석천평대,강남구,역삼동,14,200309,69.43,100.59,68400,99600,0,37.4941689,127.0356855,https://kbland.kr/c/34
47971,코너스톤(도),강남구,역삼동,28,201307,31.55,39.82,,,0,37.5002541,127.0287692,https://kbland.kr/c/47971
20981,탑팰리스,강남구,역삼동,19,200412,59.32,93.62,72700,119300,4,37.4995746,127.0411463,https://kbland.kr/c/20981
23288,테라힐스,강남구,역삼동,19,201003,71.90,190.33,137600,228100,0,37.4967904,127.0523213,https://kbland.kr/c/23288
25648,테헤란아이파크,강남구,역삼동,411,201401,82.91,147.12,245000,380000,42,37.5026683,127.0471178,https://kbland.kr/c/25648
18309,파크앤스위트.,강남구,역삼동,19,200308,88.11,97.40,94600,101300,0,37.4950092,127.0326665,https://kbland.kr/c/18309
25415,포스틸빌라트,강남구,역삼동,12,200409,65.60,81.04,,,1,37.4973353,127.0350341,https://kbland.kr/c/25415
23552,풍림지오빌.,강남구,역삼동,17,200211,56.51,256.34,54200,192800,3,37.5009172,127.0290165,https://kbland.kr/c/23552
42996,풍성애뜨란(도),강남구,역삼동,20,201806,31.64,34.81,,,2,37.4963023,127.0506194,https://kbland.kr/c/42996
39681,프리빌리지(도).,강남구,역삼동,27,201711,26.64,66.44,55400,72400,14,37.4999073,127.0413032,https://kbland.kr/c/39681
15502,프리우스역삼,강남구,역삼동,27,200606,88.16,104.21,113800,134900,4,37.5011942,127.0312001,https://kbland.kr/c/15502
20259,플래티늄,강남구,역삼동,19,200305,49.86,121.79,57700,115400,0,37.4985571,127.0423355,https://kbland.kr/c/20259
41156,하우스템(도).,강남구,역삼동,23,201007,19.99,31.77,,,0,37.5068103,127.0422385,https://kbland.kr/c/41156
20746,한양럭스,강남구,역삼동,18,200310,54.38,157.28,,,0,37.5042697,127.0345829,https://kbland.kr/c/20746
17,현대까르띠에710,강남구,역삼동,137,200111,199.67,295.17,370000,460000,24,37.5017200,127.0445909,https://kbland.kr/c/17
25891,현대이스트빌,강남구,역삼동,12,199906,275.49,275.84,246700,246700,0,37.4985104,127.0410242,https://kbland.kr/c/25891
24688,현대하이츠,강남구,역삼동,12,200409,70.66,124.74,80200,122400,4,37.4963576,127.0422278,https://kbland.kr/c/24688
391367,휴먼스빌(도),강남구,역삼동,14,201309,37.59,47.50,,,0,37.4965677,127.0334102,https://kbland.kr/c/391367
29886,강남한신휴플러스6단지,강남구,율현동,378,201509,85.94,120.72,145000,172500,18,37.4676055,127.1054675,https://kbland.kr/c/29886
30186,강남한신휴플러스8단지,강남구,율현동,169,201509,141.18,157.83,,,7,37.4697154,127.1105913,https://kbland.kr/c/30186
132,가람,강남구,일원동,496,199303,90.35,100.94,287500,315000,26,37.4825337,127.0852123,https://kbland.kr/c/132
123,개포한신,강남구,일원동,364,198403,87.45,114.51,280000,300000,14,37.4913385,127.0795978,https://kbland.kr/c/123
380699,골든빌(도),강남구,일원동,10,202010,35.89,40.61,,,0,37.4912602,127.0828732,https://kbland.kr/c/380699
385933,꿈지을(도),강남구,일원동,10,202105,16.45,35.11,,,0,37.4945442,127.0845061,https://kbland.kr/c/385933
425225,꿈피엠(도),강남구,일원동,10,202104,16.10,34.69,,,0,37.494521,127.0840536,https://kbland.kr/c/425225
40929,디에이치자이개포,강남구,일원동,1996,202107,81.76,226.11,320000,515000,173,37.4911825,127.0752063,https://kbland.kr/c/40929
45353,디에이치포레센트,강남구,일원동,184,202101,80.62,149.89,320000,355000,33,37.489848,127.0783508,https://kbland.kr/c/45353
33251,래미안개포루체하임,강남구,일원동,850,201811,86.17,215.53,275000,350000,166,37.4895831,127.0798116,https://kbland.kr/c/33251
133,목련타운,강남구,일원동,650,199309,121.11,158.71,305000,325000,34,37.4852963,127.0859023,https://kbland.kr/c/133
129,삼성사원.,강남구,일원동,80,198611,77.27,103.57,170000,210000,2,37.4933352,127.0837688,https://kbland.kr/c/129
134,상록수,강남구,일원동,740,199303,90.12,101.40,275000,310000,50,37.4819338,127.0822120,https://kbland.kr/c/134
131,샘터마을,강남구,일원동,628,199402,119.77,179.36,275000,330000,19,37.4850193,127.0827170,https://kbland.kr/c/131
126,수서,강남구,일원동,720,199211,58.75,88.11,147500,185000,50,37.4930618,127.0895748,https://kbland.kr/c/126
121,우성7차(개포),강남구,일원동,802,198712,76.50,105.58,267500,322500,34,37.4909611,127.0777147,https://kbland.kr/c/121
127,청솔빌리지,강남구,일원동,291,199312,79.81,79.81,252500,252500,21,37.4807225,127.0828713,https://kbland.kr/c/127
130,푸른마을,강남구,일원동,930,199401,82.14,103.49,220000,245000,119,37.4847112,127.0813300,https://kbland.kr/c/130
135,한솔마을,강남구,일원동,570,199406,84.72,110.26,257500,285000,63,37.4823567,127.0775144,https://kbland.kr/c/135
124,현대4차.,강남구,일원동,142,198702,91.60,106.65,247500,260000,9,37.49078000,127.07764000,https://kbland.kr/c/124
125,호정빌라트,강남구,일원동,19,199501,150.39,166.86,,,0,37.4906709,127.0829758,https://kbland.kr/c/125
27268,LH강남브리즈힐,강남구,자곡동,402,201411,102.40,117.53,122500,133500,54,37.4728996,127.0908129,https://kbland.kr/c/27268
353888,강남리브엘(도시형),강남구,자곡동,96,201311,81.41,81.62,,,15,37.4725301,127.1008167,https://kbland.kr/c/353888
31944,강남자곡아이파크,강남구,자곡동,716,201410,81.53,115.52,182500,227500,73,37.4746675,127.1016563,https://kbland.kr/c/31944
429058,강남자곡힐스테이트,강남구,자곡동,1339,201506,73.91,120.05,127500,165000,100,37.4711684,127.0884318,https://kbland.kr/c/429058
28602,강남한양수자인,강남구,자곡동,1304,201403,81.64,154.34,185000,231000,43,37.4766621,127.1128067,https://kbland.kr/c/28602
47865,디아크리온강남,강남구,자곡동,597,202306,72.78,86.77,,,0,37.4769652,127.1071426,https://kbland.kr/c/47865
26542,래미안강남힐즈,강남구,자곡동,1020,201406,118.80,132.06,225000,237500,34,37.4739343,127.0941355,https://kbland.kr/c/26542
28601,래미안포레,강남구,자곡동,1070,201403,85.07,141.40,170000,212500,6,37.475497,127.1097561,https://kbland.kr/c/28601
646439,J&M하우스(도).,강남구,청담동,12,201207,20.06,56.16,,,0,37.5194102,127.0440329,https://kbland.kr/c/646439
293575,PH129,강남구,청담동,29,202008,332.88,495.42,,,87,37.5260538,127.0543116,https://kbland.kr/c/293575
43765,T.S.,강남구,청담동,8,199807,176.70,222.06,,,8,37.5279705,127.047144,https://kbland.kr/c/43765
25743,강변상지리츠빌,강남구,청담동,12,200106,166.36,196.23,,,3,37.5280070,127.0506028,https://kbland.kr/c/25743
65,건영,강남구,청담동,240,199409,104.51,105.06,370000,370000,23,37.5275239,127.0521589,https://kbland.kr/c/65
70,구산,강남구,청담동,37,199311,75.06,144.54,213300,213300,13,37.52668000,127.05395000,https://kbland.kr/c/70
20335,뉴현대리버빌,강남구,청담동,15,199612,144.04,201.03,205600,244200,1,37.5242550,127.0557639,https://kbland.kr/c/20335
86,대림(e-편한세상),강남구,청담동,271,200212,87.20,165.32,252500,315000,29,37.5206594,127.0478564,https://kbland.kr/c/86
24805,대우로얄카운티II,강남구,청담동,13,200204,235.03,263.21,,,21,37.5261445,127.0475718,https://kbland.kr/c/24805
88,대우로얄카운티III,강남구,청담동,19,200310,261.83,300.19,,,0,37.5258242,127.0480849,https://kbland.kr/c/88
12230,대우로얄카운티V,강남구,청담동,12,200310,244.85,276.67,,,10,37.5226053,127.0522890,https://kbland.kr/c/12230
24551,대우리츠카운티,강남구,청담동,19,200110,179.45,280.25,,,0,37.5266384,127.0484819,https://kbland.kr/c/24551
11959,대우멤버스카운티Ⅱ,강남구,청담동,17,200306,152.57,173.95,249300,277600,0,37.5226076,127.0514631,https://kbland.kr/c/11959
40098,"더헤리움(A동,도시형)",강남구,청담동,10,201704,48.68,68.97,,,3,37.5236654,127.0526801,https://kbland.kr/c/40098
39488,더헤리움(B동),강남구,청담동,8,201706,40.64,57.87,,,2,37.5236466,127.0525288,https://kbland.kr/c/39488
31059,동궁빌리지.,강남구,청담동,16,199311,139.29,147.77,,,4,37.5243245,127.0431375,https://kbland.kr/c/31059
43435,두산,강남구,청담동,12,199606,235.35,245.52,,,0,37.526672,127.0474027,https://kbland.kr/c/43435
2095060,레이어청담(도시형),강남구,청담동,28,202509,58.77,79.60,,,6,37.5246009,127.0476872,https://kbland.kr/c/2095060
1849065,루시아청담546더리버,강남구,청담동,15,202512,185.85,185.85,,,24,37.5244789,127.0535169,https://kbland.kr/c/1849065
24310,"마크힐스1,2단지",강남구,청담동,38,201007,260.18,388.14,,,11,37.5246467,127.0551707,https://kbland.kr/c/24310
71,목화,강남구,청담동,19,199205,149.56,260.04,285000,285000,1,37.5281437,127.0499029,https://kbland.kr/c/71
23267,빌폴라리스,강남구,청담동,19,200910,203.81,203.81,,,22,37.5255093,127.0537456,https://kbland.kr/c/23267
91,삼성청담(래미안),강남구,청담동,217,199910,86.34,163.55,205000,300000,21,37.5181209,127.0425945,https://kbland.kr/c/91
84,삼성청담공원,강남구,청담동,391,199908,81.95,132.18,202500,272500,33,37.5222677,127.0502661,https://kbland.kr/c/84
73,삼호빌라,강남구,청담동,45,199706,192.43,256.11,250300,431300,8,37.5272626,127.0487907,https://kbland.kr/c/73
83,삼환,강남구,청담동,184,199911,40.47,148.99,100500,259000,5,37.52150000,127.04767000,https://kbland.kr/c/83
24879,상지리츠빌10차.,강남구,청담동,17,200709,174.04,203.87,,,6,37.5260510,127.0493944,https://kbland.kr/c/24879
24327,상지리츠빌4차,강남구,청담동,38,200009,196.18,281.45,378500,411200,2,37.5278620,127.0482627,https://kbland.kr/c/24327
24243,상지리츠빌5차,강남구,청담동,52,200102,150.00,263.51,,,12,37.5263929,127.0521832,https://kbland.kr/c/24243
18012,상지리츠빌6차,강남구,청담동,19,200202,168.21,256.07,,,4,37.5277528,127.0503684,https://kbland.kr/c/18012
25547,상지리츠빌9차,강남구,청담동,12,200404,196.02,219.25,,,0,37.5269129,127.0478901,https://kbland.kr/c/25547
